,datetime,power_prices
135,2026-01-03 19:30:00,106.71727432233209
136,2026-01-03 20:00:00,104.92049723671403
137,2026-01-03 20:30:00,103.92850296155704
138,2026-01-03 21:00:00,102.87215711668551
139,2026-01-03 21:30:00,102.66219881772936
140,2026-01-03 22:00:00,102.98222459020532
141,2026-01-03 22:30:00,102.80612183621454
142,2026-01-03 23:00:00,102.21626188203673
143,2026-01-03 23:30:00,102.75769947962654
144,2026-01-04 00:00:00,102.56620554102292
145,2026-01-04 00:30:00,102.34447748631894
146,2026-01-04 01:00:00,101.72499366711284
147,2026-01-04 01:30:00,102.06857428456928
148,2026-01-04 02:00:00,102.55026002293044
149,2026-01-04 02:30:00,101.80743562746812
150,2026-01-04 03:00:00,103.1112338930237
151,2026-01-04 03:30:00,101.98169143799409
152,2026-01-04 04:00:00,102.81333141435739
153,2026-01-04 04:30:00,103.09126026480016
154,2026-01-04 05:00:00,103.7626387631685
155,2026-01-04 05:30:00,104.23176035596404
156,2026-01-04 06:00:00,104.49065268019301
157,2026-01-04 06:30:00,103.4872413966824
158,2026-01-04 07:00:00,104.58861638000936
159,2026-01-04 07:30:00,103.75844788307408
160,2026-01-04 08:00:00,103.58803787491065
161,2026-01-04 08:30:00,103.32712791777243
162,2026-01-04 09:00:00,102.75837615815462
163,2026-01-04 09:30:00,103.03839034849122
164,2026-01-04 10:00:00,102.48838099204698
165,2026-01-04 10:30:00,102.45173013723327
166,2026-01-04 11:00:00,102.71414573188537
167,2026-01-04 11:30:00,102.88529177815448
168,2026-01-04 12:00:00,103.90231096401763
169,2026-01-04 12:30:00,104.40872171706863
170,2026-01-04 13:00:00,103.85176274372726
171,2026-01-04 13:30:00,103.89163166154637
172,2026-01-04 14:00:00,102.19694469418722
173,2026-01-04 14:30:00,102.11643684166134
174,2026-01-04 15:00:00,102.25909269410576
175,2026-01-04 15:30:00,101.38334914923934
176,2026-01-04 16:00:00,101.77606953247385
177,2026-01-04 16:30:00,103.23113648524273
178,2026-01-04 17:00:00,104.00988961799813
179,2026-01-04 17:30:00,103.63762326226957
180,2026-01-04 18:00:00,104.73279730673809
181,2026-01-04 18:30:00,104.84337121041334
182,2026-01-04 19:00:00,104.30916223750764
183,2026-01-04 19:30:00,105.82008501829573
184,2026-01-04 20:00:00,105.9568290184857
185,2026-01-04 20:30:00,106.96486172270534
186,2026-01-04 21:00:00,106.985590384968
187,2026-01-04 21:30:00,107.63639188674092
188,2026-01-04 22:00:00,105.59575378384424
189,2026-01-04 22:30:00,105.79454885759061
190,2026-01-04 23:00:00,104.08060826322827
191,2026-01-04 23:30:00,103.679954039708
192,2026-01-05 00:00:00,103.27784375894552
193,2026-01-05 00:30:00,103.46779556977836
194,2026-01-05 01:00:00,102.12450782212467
195,2026-01-05 01:30:00,102.05585449753102
196,2026-01-05 02:00:00,102.53024967224734
197,2026-01-05 02:30:00,101.46386894279821
198,2026-01-05 03:00:00,101.65832479176238
199,2026-01-05 03:30:00,101.3611671587354
200,2026-01-05 04:00:00,101.31129482503282
201,2026-01-05 04:30:00,101.46801499896463
202,2026-01-05 05:00:00,101.6643073564597
203,2026-01-05 05:30:00,102.2511453613402
204,2026-01-05 06:00:00,102.69817253420176
205,2026-01-05 06:30:00,103.71342853037991
206,2026-01-05 07:00:00,104.98289313494948
207,2026-01-05 07:30:00,106.09361763033017
208,2026-01-05 08:00:00,106.82522379028295
209,2026-01-05 08:30:00,107.71905839474138
210,2026-01-05 09:00:00,107.38814756050485
211,2026-01-05 09:30:00,106.84077797529312
212,2026-01-05 10:00:00,106.39072482664476
213,2026-01-05 10:30:00,106.2200112283112
214,2026-01-05 11:00:00,105.8705748749553
215,2026-01-05 11:30:00,104.45715657014263
216,2026-01-05 12:00:00,104.93941128477775
217,2026-01-05 12:30:00,104.71415572216002
218,2026-01-05 13:00:00,104.57433193824555
219,2026-01-05 13:30:00,105.03980710094213
220,2026-01-05 14:00:00,104.61829670681776
221,2026-01-05 14:30:00,103.95589636601821
222,2026-01-05 15:00:00,102.24225464049266
223,2026-01-05 15:30:00,102.7858167320765
224,2026-01-05 16:00:00,103.56367277130666
225,2026-01-05 16:30:00,103.84730825898014
226,2026-01-05 17:00:00,103.93267744319512
227,2026-01-05 17:30:00,105.1489392703214
228,2026-01-05 18:00:00,106.63249971465409
229,2026-01-05 18:30:00,107.82280357624364
230,2026-01-05 19:00:00,108.64033335061102
231,2026-01-05 19:30:00,110.53486882389457
232,2026-01-05 20:00:00,110.63060177230301
233,2026-01-05 20:30:00,110.93095138029781
234,2026-01-05 21:00:00,110.20791578612881
235,2026-01-05 21:30:00,110.18822430716904
236,2026-01-05 22:00:00,108.20763438242996
237,2026-01-05 22:30:00,108.04578433403985
238,2026-01-05 23:00:00,107.07803408148001
239,2026-01-05 23:30:00,105.83003113504311
240,2026-01-06 00:00:00,105.42162760068965
241,2026-01-06 00:30:00,104.4759949156
242,2026-01-06 01:00:00,104.20437738090635
243,2026-01-06 01:30:00,103.54896868455573
244,2026-01-06 02:00:00,104.24345122751475
245,2026-01-06 02:30:00,102.88164840004981
246,2026-01-06 03:00:00,102.09936356443077
247,2026-01-06 03:30:00,101.44510059318074
248,2026-01-06 04:00:00,100.1196425278499
249,2026-01-06 04:30:00,100.16887135949865
250,2026-01-06 05:00:00,100.31034289736354
251,2026-01-06 05:30:00,102.91406934447718
252,2026-01-06 06:00:00,102.98476084708729
253,2026-01-06 06:30:00,105.22364390883925
254,2026-01-06 07:00:00,107.48368005611093
255,2026-01-06 07:30:00,106.92028995656395
256,2026-01-06 08:00:00,108.95415599101736
257,2026-01-06 08:30:00,108.96549909210536
258,2026-01-06 09:00:00,108.38919747061765
259,2026-01-06 09:30:00,108.12238968510157
260,2026-01-06 10:00:00,107.23123131992227
261,2026-01-06 10:30:00,107.42071045679525
262,2026-01-06 11:00:00,107.28752727188515
263,2026-01-06 11:30:00,107.76781073306914
264,2026-01-06 12:00:00,106.04410470702817
265,2026-01-06 12:30:00,105.21337324243261
266,2026-01-06 13:00:00,105.38854844644555
267,2026-01-06 13:30:00,104.8955070442559
268,2026-01-06 14:00:00,103.56473339725063
269,2026-01-06 14:30:00,103.91875605176202
270,2026-01-06 15:00:00,103.78806014000536
271,2026-01-06 15:30:00,103.54149977098238
272,2026-01-06 16:00:00,102.89112633293801
273,2026-01-06 16:30:00,102.94016878920972
274,2026-01-06 17:00:00,104.41750311859707
275,2026-01-06 17:30:00,104.83509033388108
276,2026-01-06 18:00:00,106.8507872743778
277,2026-01-06 18:30:00,107.68096228029908
278,2026-01-06 19:00:00,106.83573116161992
279,2026-01-06 19:30:00,106.92746255978945
280,2026-01-06 20:00:00,106.82718419492133
281,2026-01-06 20:30:00,106.65880408786009
282,2026-01-06 21:00:00,106.32905757657133
283,2026-01-06 21:30:00,106.7690490579189
284,2026-01-06 22:00:00,106.41301083811926
285,2026-01-06 22:30:00,105.65622690698066
286,2026-01-06 23:00:00,106.46729509545126
287,2026-01-06 23:30:00,105.09596813513996
288,2026-01-07 00:00:00,103.4464879889224
289,2026-01-07 00:30:00,102.03180953690355
290,2026-01-07 01:00:00,102.71326766178682
291,2026-01-07 01:30:00,101.51909911691705
292,2026-01-07 02:00:00,101.32518196105605
293,2026-01-07 02:30:00,102.34160594522851
294,2026-01-07 03:00:00,102.12146120662017
295,2026-01-07 03:30:00,101.78153421163577
296,2026-01-07 04:00:00,102.67899840992055
297,2026-01-07 04:30:00,103.25109418299465
298,2026-01-07 05:00:00,104.2715746037405
299,2026-01-07 05:30:00,104.33449388102288
300,2026-01-07 06:00:00,103.67488533166734
301,2026-01-07 06:30:00,104.59620279097578
302,2026-01-07 07:00:00,105.50416331172111
303,2026-01-07 07:30:00,106.3185990294511
304,2026-01-07 08:00:00,106.66043012065005
305,2026-01-07 08:30:00,107.05605716071591
306,2026-01-07 09:00:00,106.67502484578394
307,2026-01-07 09:30:00,107.7048241313603
308,2026-01-07 10:00:00,107.6071602771461
309,2026-01-07 10:30:00,106.23553074926576
310,2026-01-07 11:00:00,107.0146569785245
311,2026-01-07 11:30:00,107.20386744334454
312,2026-01-07 12:00:00,106.23283027685707
313,2026-01-07 12:30:00,107.0252518084449
314,2026-01-07 13:00:00,107.35896852795646
315,2026-01-07 13:30:00,107.14119190721763
316,2026-01-07 14:00:00,106.40658091880124
317,2026-01-07 14:30:00,105.2290044694261
318,2026-01-07 15:00:00,105.46419045162223
319,2026-01-07 15:30:00,105.90297336149345
320,2026-01-07 16:00:00,107.40300110612164
321,2026-01-07 16:30:00,107.43201437206429
322,2026-01-07 17:00:00,107.61169802352555
323,2026-01-07 17:30:00,107.64016750105331
324,2026-01-07 18:00:00,108.36913111999236
325,2026-01-07 18:30:00,108.3036517674322
326,2026-01-07 19:00:00,108.90261586730288
327,2026-01-07 19:30:00,108.96307590339016
328,2026-01-07 20:00:00,108.8737448444645
329,2026-01-07 20:30:00,108.80175199001899
330,2026-01-07 21:00:00,107.04259573877466
331,2026-01-07 21:30:00,106.19524107687143
332,2026-01-07 22:00:00,104.71030549515265
333,2026-01-07 22:30:00,104.79419564489314
334,2026-01-07 23:00:00,104.71579528555093
335,2026-01-07 23:30:00,104.31315916748454
336,2026-01-08 00:00:00,104.0382621341699
